texte,niveau,category,classification,risk_decision,origin,year,month,maroc_relevant,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,5,1,RASFF
"Aflatoxins in dried figs from Turkiye | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Aflatoxins in dried figs from Turkey | fruits and vegetables | aflatoxin total  - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
consignment Passover cakes from Israel skipped veterinary controls in Border Control Post Rotterdam and import is not allowed because it contains egg | cereals and bakery products |  | Israel,ATTENTION,cereals and bakery products,information notification for follow-up,potential risk,Israel,2026,4,1,RASFF
"Aflatoxins in shelled Pistachios from USA via Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,fruits and vegetables,border rejection notification,serious,United States,2026,4,1,RASFF
"tricyclazole and thiamethoxam in rice from India, dispatched from Azerbaijan | cereals and bakery products | thiamethoxam   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,cereals and bakery products,border rejection notification,serious,India,2026,4,1,RASFF
high level of chlorpyrifos in black carraway from India | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | India,CRITIQUE,herbs and spices,border rejection notification,serious,India,2026,4,1,RASFF
riscontro di larve di anisakis in partita di sgombro origine Spagna/Anisakis larvae detected in a batch of mackerel originating in Spain | fish and fish products |  | Spain,ATTENTION,fish and fish products,information notification for follow-up,potential risk,Spain,2026,4,1,RASFF
Chlorpyrifos-etil in seeds of cumin from India | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | India,CRITIQUE,herbs and spices,border rejection notification,potentially serious,India,2026,4,1,RASFF
stwierdzenie przekroczenia NDP pestycydu w selerze naciowym z Hiszpanii/// exceedance of the MRL of a pesticide in celery from Spain | fruits and vegetables | cypermethrin   - {pesticide residues} | Spain,CRITIQUE,fruits and vegetables,information notification for attention,serious,Spain,2026,4,1,RASFF
"Absence of health certificate(s) in apricot kernels from Türkiye | nuts, nut products and seeds |  | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,Türkiye,2026,4,1,RASFF
Stone in barley grains from Iran via Germany | cereals and bakery products | stones   - {foreign bodies} | Iran,CRITIQUE,cereals and bakery products,alert notification,serious,Iran,2026,4,1,RASFF
"Vinpocetine in food supplements from the USA | dietetic foods, food supplements and fortified foods |  | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",information notification for attention,serious,United States,2026,4,1,RASFF
"Border rejection of sesame seeds from India due to inadequate documentation | nuts, nut products and seeds |  | India",CRITIQUE,"nuts, nut products and seeds",border rejection notification,potential risk,India,2026,4,1,RASFF
"Yohimbe Extract from USA | dietetic foods, food supplements and fortified foods |  | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,serious,United States,2026,4,1,RASFF
"Aflatoxin B1 and totoal on groundnuts kernels from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Argentina,2026,4,1,RASFF
"Mineral oil components (MOSH/MOAH) in rice from Italy, via the Netherlands | cereals and bakery products | mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants},mineral oil saturated hydrocarbons (MOSH)  - {environmental pollutants} | Italy",ATTENTION,cereals and bakery products,information notification for follow-up,potentially serious,Italy,2026,4,1,RASFF
Bifenthrin in green beans from Kenya | fruits and vegetables | bifenthrin   - {pesticide residues} | Kenya,CRITIQUE,fruits and vegetables,border rejection notification,potentially serious,Kenya,2026,4,1,RASFF
"Mineral oil components (MOAH) in rice from India, via the Netherlands | cereals and bakery products | mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants} | India",ATTENTION,cereals and bakery products,information notification for follow-up,potentially serious,India,2026,4,1,RASFF
Profenopfos in peppers from Uganda | fruits and vegetables | profenofos  unauthorised substance - {pesticide residues} | Uganda,CRITIQUE,fruits and vegetables,border rejection notification,not serious,Uganda,2026,4,1,RASFF
"Aflatoxin  B1 and total  above limits in pistachios from Iran | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Iran,2026,4,1,RASFF
"Aflatoxins In Shelled Hazelnuts From Azerbaigian | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Azerbaijan",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Azerbaijan,2026,4,1,RASFF
high level of Ocratoxin A in dry figs from Türkiye  | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Listeria monocytogenes in Baby Corn from Kenya | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Kenya,CRITIQUE,fruits and vegetables,alert notification,serious,Kenya,2026,4,1,RASFF
"Aflatoxin in dried figs from Türkiye | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Cadmium in Avocado from Peru | fruits and vegetables | cadmium   - {heavy metals} | Peru,CRITIQUE,fruits and vegetables,information notification for attention,serious,Peru,2026,4,1,RASFF
"Unauthorised pesticides in grape leaves from Egypt, via Germany and Luxembourg | fruits and vegetables | carbendazim  unauthorised substance - {pesticide residues},chlorfenapyr  unauthorised substance - {pesticide residues},imidacloprid   - {pesticide residues},lufenuron   - {pesticide residues},thiophanate-methyl   - {pesticide residues} | Egypt",ATTENTION,fruits and vegetables,information notification for follow-up,potentially serious,Egypt,2026,4,1,RASFF
"Detection of cereulide in infant formula from the Netherlands | dietetic foods, food supplements and fortified foods | cereulide  - {natural toxins (other)} | Netherlands",CRITIQUE,"dietetic foods, food supplements and fortified foods",alert notification,potentially serious,Netherlands,2026,4,1,RASFF
Chlorpyrifos in raisins from Iran via Poland | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Iran,ATTENTION,fruits and vegetables,information notification for follow-up,potentially serious,Iran,2026,4,1,RASFF
"Unauthorised substance chlorpyrifos in coriander seeds, import via NL | nuts, nut products and seeds | chlorpyrifos  unauthorised substance - {pesticide residues} | India",CRITIQUE,"nuts, nut products and seeds",alert notification,potentially serious,India,2026,4,1,RASFF
Listeria monocytogenes en salmón ahumado procedente de España / Listeria monocytogenes in smoked salmon from Spain | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Spain,CRITIQUE,fish and fish products,alert notification,serious,Spain,2026,4,1,RASFF
"Pesticide residues in frozen bell peppers from China | fruits and vegetables | dinotefuran   - {pesticide residues},etoxazole   - {pesticide residues},flonicamid   - {pesticide residues},iprodione   - {pesticide residues},thiamethoxam   - {pesticide residues},tolfenpyrad   - {pesticide residues} | China",CRITIQUE,fruits and vegetables,information notification for attention,serious,China,2026,4,1,RASFF
Detection of Listeria monocytogenes in smoked salmon | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | France,CRITIQUE,fish and fish products,alert notification,serious,France,2026,3,1,RASFF
"Detección de histamina por encima de los límites legislados en filetes de sardina congelada procedente de Marruecos a través de España//Histamine levels exceeding legal limits detected in frozen sardine fillets from Morocco, via Spain | fish and fish products | histamine   - {biological contaminants} | Morocco,Spain",CRITIQUE,fish and fish products,alert notification,serious,"Morocco,Spain",2026,3,1,RASFF
"stwierdzenie przekroczenia NDP pozostałości pestycydu chloropiryfosu w korzeniu Ashwagandhy pochodzącym z Indii oraz stwierdzenie pozostałości pestycydu chloropiryfosu w suplementach diety Ashwagandha produkowanych w Polsce/// Exceeding the MRL for chlorpyrifos residues in Ashwagandha root from India and the detection of chlorpyrifos pesticide residues in Ashwagandha food supplements produced in Poland. | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | India,Poland",CRITIQUE,herbs and spices,alert notification,potentially serious,"India,Poland",2026,3,1,RASFF
"Dinotefuran and procymidone in green peppers from China | fruits and vegetables | dinotefuran  unauthorised substance - {pesticide residues},procymidone   - {pesticide residues} | China",CRITIQUE,fruits and vegetables,border rejection notification,potentially serious,China,2026,3,1,RASFF
Pesticides residues in aubergines from Burkina Faso | fruits and vegetables | flonicamid   - {pesticide residues} | Burkina Faso,CRITIQUE,fruits and vegetables,border rejection notification,potentially serious,Burkina Faso,2026,3,1,RASFF
"Aflatoxin B1 in groundnut from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Argentina,2026,3,1,RASFF
" imazalil and prochloraz in pomegranate from Türkiye | fruits and vegetables | imazalil   - {pesticide residues},prochloraz   - {pesticide residues} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,3,1,RASFF
Wood in green beans | fruits and vegetables |  | Netherlands,CRITIQUE,fruits and vegetables,alert notification,serious,Netherlands,2026,3,1,RASFF
glass in a jar with vegetables | fruits and vegetables |  | Poland,CRITIQUE,fruits and vegetables,alert notification,serious,Poland,2026,3,1,RASFF
Undeclared allergen (sulphite) in golden raisin from Iran | fruits and vegetables | sulphite  undeclared - {allergens} | Iran,CRITIQUE,fruits and vegetables,alert notification,serious,Iran,2026,3,1,RASFF
"Salmonella spp. in almond paste from Australia, via Vietnam, via Singapore | nuts, nut products and seeds | Salmonellen   - {pathogenic micro-organisms} | Australia",ATTENTION,"nuts, nut products and seeds",information notification for attention,potential risk,Australia,2026,3,1,RASFF
Dimethoate in Mangoes from Peru | fruits and vegetables | dimethoate   - {pesticide residues} | Peru,CRITIQUE,fruits and vegetables,information notification for attention,serious,Peru,2026,3,1,RASFF
Cuerpo extraño (piedra) en cereales de desayuno procedentes de Irlanda ////  Foreign object (stone) found in breakfast cereals from Ireland | cereals and bakery products |  | Ireland,CRITIQUE,cereals and bakery products,alert notification,potentially serious,Ireland,2026,3,1,RASFF
Foreign body in frozen Indo-Pacific grouper fillets from Pakistan  | fish and fish products |  | Pakistan,CRITIQUE,fish and fish products,information notification for attention,serious,Pakistan,2026,3,1,RASFF
Shigatoxin-producing Escherichia coli (STEC) in frozen herbs from France | herbs and spices |  | France,CRITIQUE,herbs and spices,alert notification,potentially serious,France,2026,3,1,RASFF
"Heavy metals in dietary supplements from Germany | dietetic foods, food supplements and fortified foods | cadmium   - {heavy metals},lead  high content - {heavy metals},mercury   - {heavy metals} | Germany",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Germany,2026,3,1,RASFF
Listeria monocytogenes in fresh prawns from Germany | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Germany,ATTENTION,fish and fish products,information notification for attention,potentially serious,Germany,2026,3,1,RASFF
"Unauthorised pesticides in grape leaves from Syria, via Germany | fruits and vegetables | chlorfenapyr  unauthorised substance - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},thiamethoxam   - {pesticide residues} | Syria",ATTENTION,fruits and vegetables,information notification for follow-up,potentially serious,Syria,2026,3,1,RASFF
"Aflatoxin B1 and totoal on Groundnuts from Argentina | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Argentina,2026,3,1,RASFF
"Aflatoxins and ochratoxin A in dried figs from Turkiye | fruits and vegetables | aflatoxin total  - {mycotoxins},ochratoxin A   - {mycotoxins} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,3,1,RASFF
