texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"Chlorowodorek johimbiny w suplemencie diety, kraj pochodzenia: Wielka Brytania/// Yohimbine hydrochloride in food supplement from the United Kingdom | dietetic foods, food supplements and fortified foods |  | United Kingdom",CRITIQUE,RASFF
"Aflatoxins in roasted in shell salted pistachio from Türkiye | nuts, nut products and seeds | Aflatoxin   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Azoxystrobin in wine leaves from Egypt | fruits and vegetables | Azoxystrobin   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Aflatoxin in roasted hazelnut diced from Georgia- aflatossine in granella di nocciole dalla Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
Ochratoxin A in dried figs from Turkey/ Ocratossina A in fichi secchi origine Turchia | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Dimethoate in mangoes from Egypt | fruits and vegetables | dimethoate   - {pesticide residues} | Egypt,CRITIQUE,RASFF
Histamine in mackerel from the Netherlands | fish and fish products | histamine   - {biological contaminants} | Netherlands,ATTENTION,RASFF
Sustancia no autorizada clorpirifós-etil en manzanilla procedente de Egipto // Unauthorised substance chlorpyrifos-ethyl in camomile from Egypt | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Exceedance of the maximum level for hydrocyanic acid in brown linseed from Kazakhstan, via Poland | nuts, nut products and seeds | cyanide  too high content - {biological contaminants} | Kazakhstan",ATTENTION,RASFF
"Stwierdzenie obecności ostaryny w suplemencie diety pn. Ostarine, kraj pochodzenia: Wielka Brytania///presence of ostarine in the dietary supplement named Ostarine, country of origin: United Kingdom | dietetic foods, food supplements and fortified foods |  | United Kingdom",ATTENTION,RASFF
"Opium alkaloids (morphine and codein) in poppy seeds from Czech Republic  ///   Depasire LMA morfina in seminte de mac or. Cehia | nuts, nut products and seeds | opium alkaloids  too high content - {composition} | Czechia",CRITIQUE,RASFF
Too high MOAH concentration in paprika powder from Spain | herbs and spices | mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants} | Spain,CRITIQUE,RASFF
"Pesticides residues of Flonicamid, Chlorfenapyr, Tebufenpyrad in chili peppers from Albania | fruits and vegetables | chlorfenapyr   - {pesticide residues},flonicamid   - {pesticide residues},tebufenpyrad   - {pesticide residues} | Albania",CRITIQUE,RASFF
Nitrofurans (AOZ) in catfish from Vietnam | fish and fish products | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products} | Vietnam,CRITIQUE,RASFF
Clorpirifos en comino (cuminum cyminum) entero procedente de la India // Chlorpyrifos in whole cumin (Cuminum cyminum) from India | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | India,CRITIQUE,RASFF
unauthorised substance chlorpyrifos in brown basmati rice from India | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | India,CRITIQUE,RASFF
"Aflatoxine in USA groundnuts | nuts, nut products and seeds | aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
Bulging cans and abnormal smell in Canned fish from Peru | fish and fish products |  | Peru,ATTENTION,RASFF
Chemical residues detected in lemons | fruits and vegetables | imazalil   - {pesticide residues} | South Africa,INFO,RASFF
MRL exceedance for lambda-cyhalothrin in white grapes from Italy | fruits and vegetables | lambda-cyhalothrin   - {pesticide residues} | Italy,CRITIQUE,RASFF
MRL exceedance for acetamiprid in apricots from Spain | fruits and vegetables | acetamiprid   - {pesticide residues} | Spain,CRITIQUE,RASFF
"foreign object: plastic particles in organic white beans, from Egypt | fruits and vegetables |  | Egypt",ATTENTION,RASFF
"Pesticides residues above legal limits in fresh maracuya from Peru | fruits and vegetables | imidacloprid   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},thiamethoxam   - {pesticide residues} | Peru",ATTENTION,RASFF
Metal piece in frozen pita bread from Greece | cereals and bakery products |  | Greece,ATTENTION,RASFF
Setas deshidratadas no autorizadas (Cordyceps militaris) procedentes de Hong Kong//Unauthorized dried mushrooms (Cordyceps militaris) from Hong Kong | fruits and vegetables |  | Hong Kong,ATTENTION,RASFF
"Cadmium in organic sunflower seeds from Bulgaria | nuts, nut products and seeds | cadmium  migration - {heavy metals} | Bulgaria,Italy",INFO,RASFF
cadmium in onions from Belgium | fruits and vegetables | cadmium   - {heavy metals} | Belgium,CRITIQUE,RASFF
"To high concentration of Ferrodan Fe 2 + 50 mg in food supplement from Finland | dietetic foods, food supplements and fortified foods |  | Finland",ATTENTION,RASFF
"aflatoxins in hazelnuts from  Azerbaijan | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Azerbaijan",CRITIQUE,RASFF
Detectado OGM prohibido en pasta de arroz de China//GMO detected in rice cake from China | cereals and bakery products | genetically modified  unauthorised - {genetically modified} | China,CRITIQUE,RASFF
metallic foreign body in onion bulbs of Egyptian origin | fruits and vegetables |  | Egypt,ATTENTION,RASFF
Carbendazim above legal limits in blue berries from Peru | fruits and vegetables | carbendazim  unauthorised substance - {pesticide residues} | Peru,ATTENTION,RASFF
"wysoka zawartość witaminy D w suplemencie diety pochodzącym z Polski/// high vitamin D content in a food supplement from Poland | dietetic foods, food supplements and fortified foods | vitamin D  too high content - {composition} | Poland,United Kingdom",CRITIQUE,RASFF
Foreign body (metal fragment) in crayfish tails from China | fish and fish products |  | China,CRITIQUE,RASFF
"aflatoxins in unsulphured sultana raisins from Türkiye | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"exceedance of aflatoxins in raw pistachio kernels from Türkiye, with raw material from the US, via Spain | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"7-OH and novel food (CBD oil) in food supplements that are placed on the market by FBO in Netherlands | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food},ingredient  unsafe - {composition} | unknown origin",CRITIQUE,RASFF
"wysoka zawartość witaminy D w suplemencie diety pochodzącym z Polski// high vitamin D content in a food supplement from Poland | dietetic foods, food supplements and fortified foods | vitamin D  too high content - {composition} | Poland",CRITIQUE,RASFF
"Δ-9-THC and unauthorized novel foods in CBD oil from France | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food},tetrahydrocanabinol (THC)   - {biological contaminants} | France",CRITIQUE,RASFF
Too much pesticide residue (Thiamethoxam) in rice from India | cereals and bakery products | thiamethoxam   - {pesticide residues} | India,CRITIQUE,RASFF
"Aflatoxins in pistachio kernels from the Islamic Republic of Iran  | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Iran",CRITIQUE,RASFF
MRL exceedance for acetamiprid in cucumbers from the Netherlands | fruits and vegetables | acetamiprid   - {pesticide residues} | Netherlands,CRITIQUE,RASFF
Mercurio en caella procedente de España //Mercury in blue shark (Prionace glauca) from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
"Salmonella in sesame seeds from Uganda | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Uganda",CRITIQUE,RASFF
"Absence of health certificate(s) in sesame seeds from Sudan | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"Absence of health certificate(s) in sesame seeds from Sudan | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
"Absence of health certificate(s) in sesame seeds from Sudan | nuts, nut products and seeds |  | Sudan",CRITIQUE,RASFF
Figs Turkey Ochratoxin A | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Spiroteramat, Sulfoxaflor and Bifenazate in fresh peppers from Türkiye | fruits and vegetables | Spirotetramat  unauthorised substance - {pesticide residues},bifenazate  - {pesticide residues},sulfoxaflor   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
"Unauthorized novel food Cannabidiol (CBD) in oil from Czechia | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Czechia",ATTENTION,RASFF
"Imidacloprid and carbendazim in rice from Pakistan | cereals and bakery products | carbendazim   - {pesticide residues},imidacloprid   - {pesticide residues} | Pakistan",ATTENTION,RASFF
Cluster in France linked to the consumption of herring originating in the Netherlands | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Netherlands,CRITIQUE,RASFF
Glycidyl fatty acid esters in bakery products from Saudi Arabia | cereals and bakery products | glycidyl esters   - {industrial contaminants} | Saudi Arabia,ATTENTION,RASFF
"offering food supplements that contain unauthorized ingredients thrue the website anabol.bg | dietetic foods, food supplements and fortified foods |  | Germany",ATTENTION,RASFF
"Unauthorized novel food Cannabidiol (CBD) in oil from Czechia | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Czechia",ATTENTION,RASFF
"Salmonella spp. in shelled pumpkin seeds from Austria, with raw material from Poland | nuts, nut products and seeds | Salmonella spp   - {pathogenic micro-organisms},Salmonella spp.  - {pathogenic micro-organisms} | Austria",CRITIQUE,RASFF
Exceeded total trans fatty acid content in fat in cookies from Ukraine | cereals and bakery products | trans fatty acids  too high content - {composition} | Ukraine,INFO,RASFF
"Improper official certificates for peanuts from India  | nuts, nut products and seeds |  | India",CRITIQUE,RASFF
"Unauthorized pesticides residues chlorpyrifos 0,044±0,022 mg/kg in Basmati rice from India  | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
Shiga toxin-producing E. coli (STEC) in broccoli sprouts from Germany | fruits and vegetables | Escherichia coli shigatoxin-producing  - {pathogenic micro-organisms} | Germany,CRITIQUE,RASFF
Flonicamid in peperone corno rosso superiore ai limiti/ exceeding MRL for flonicamid in red horn pepper | fruits and vegetables | flonicamid   - {pesticide residues} | Morocco,CRITIQUE,RASFF
"BPC-157 in food supplement from Austria  | dietetic foods, food supplements and fortified foods | ingredient  unauthorised - {composition} | China",ATTENTION,RASFF
 Spirotetramat in fresh peppers from Türkiye | fruits and vegetables | Spirotetramat  unauthorised substance - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Presence of potassium sorbate (E 202) in syrup | dietetic foods, food supplements and fortified foods |  | Belgium",CRITIQUE,RASFF
"Presence of clothianidin and imidacloprid above legal limits in mangoes from Egypt | fruits and vegetables | clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues} | Egypt",CRITIQUE,RASFF
"shipment of sesame seed from India with destination Belgium, via UK, not declared and not presented in BCP | nuts, nut products and seeds |  | India",CRITIQUE,RASFF
"obecność Salmonelli spp. w suplemencie diety // presence of Salmonella spp. in dietary supplements | dietetic foods, food supplements and fortified foods | Salmonella   - {pathogenic micro-organisms} | Poland",ATTENTION,RASFF
"Unapproved health claims on food supplements from Slovenia | dietetic foods, food supplements and fortified foods |  | Slovenia",INFO,RASFF
"Aflatoxins in pistachio kernels from Iran | nuts, nut products and seeds | Aflatoxin   - {mycotoxins} | Iran",CRITIQUE,RASFF
"Pesticide residues in fresh green chili from Cambodia via Vietnam | fruits and vegetables | chlorfenapyr   - {pesticide residues},clothianidin   - {pesticide residues},fenvalerate   - {pesticide residues},hexaconazole  unauthorised substance - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},prochloraz   - {pesticide residues},propiconazole   - {pesticide residues} | Cambodia",ATTENTION,RASFF
"Propiconazole and tricyclazole in rice from India | cereals and bakery products | propiconazole   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
"Aflatoxins in roasted pistachio from Türkiye | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"Multiple pesticide residues in sugar apples from Egypt | fruits and vegetables | Imidaclopride   - {pesticide residues},acetamiprid   - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues} | Egypt",CRITIQUE,RASFF
"Aflatoxin in hazelnut kernels from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
"Improperly labeled food supplements (mushroom extracts) from China | dietetic foods, food supplements and fortified foods |  | China",CRITIQUE,RASFF
Pyridaben in green beans from Kenya | fruits and vegetables | pyridaben   - {pesticide residues} | Kenya,CRITIQUE,RASFF
"Difenoconazole, captan, and dithiocarbamate in cooked and salted wine leaves from Türkiye, via Belgium | fruits and vegetables | captan   - {pesticide residues},difenoconazole   - {pesticide residues},dithiocarbamates   - {pesticide residues} | Türkiye",ATTENTION,RASFF
Permethrin in drumsticks from India | fruits and vegetables | permethrin   - {residues of veterinary medicinal products} | India,CRITIQUE,RASFF
Presence of chlorpyrifos-ethyl in whole green olives | fruits and vegetables | chlorpyrifos  unauthorised substance - {pesticide residues} | Morocco,ATTENTION,RASFF
"Aflatoxines in pistachio in shell from USA | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
"aflatoxins (B1 = 13.3; Tot. = 29.3 µg/kg - ppb) in almonds from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
pyrrolizidine alkaloids in dried oregano from Turkey  | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | Türkiye,CRITIQUE,RASFF
